Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10
Af0EW2I;muscle-up (on vertical bar);Muscle-up en barra vertical;lats;back;body weight;https://static.exercisedb.dev/media/Af0EW2I.gif;Step:1 Start by hanging from a vertical bar with your palms facing away from you and your arms fully extended. | Step:2 Engage your core and pull your body up towards the bar, leading with your chest. | Step:3 As you pull yourself up, lean back slightly and bring your elbows towards your sides. | Step:4 Continue pulling until your chest reaches the bar and your elbows are fully bent. | Step:5 Pause for a moment at the top, then slowly lower yourself back down to the starting position. | Step:6 Repeat for the desired number of repetitions.;"Step:1 Cuélgate de una barra vertical con un agarre prono y los brazos totalmente extendidos.
Step:2 Activa el core y tira de tu cuerpo hacia arriba, liderando el movimiento con el pecho.
Step:3 Al subir, inclina ligeramente el torso atrás y lleva los codos hacia tus costados.
Step:4 Continúa el tirón hasta que tu pecho toque la barra y los codos estén totalmente flexionados para la transición.
Step:5 Haz una pausa arriba y baja con control absoluto a la posición inicial.
Step:6 Repite el movimiento durante el número de repeticiones deseado.";biceps, triceps, forearms
VnfUNW7;close grip chin-up;Dominadas con agarre cerrado (Chin-up);lats;back;body weight;https://static.exercisedb.dev/media/VnfUNW7.gif;Step:1 Grab the pull-up bar with your palms facing towards you and your hands shoulder-width apart. | Step:2 Hang from the bar with your arms fully extended and your feet off the ground. | Step:3 Engage your back muscles and pull your body up towards the bar, keeping your elbows close to your body. | Step:4 Continue pulling until your chin is above the bar. | Step:5 Pause for a moment at the top, then slowly lower your body back down to the starting position. | Step:6 Repeat for the desired number of repetitions.;"Step:1 Sujeta la barra con las palmas hacia ti (agarre supino) y las manos juntas o a poca distancia.
Step:2 Cuélgate con los brazos extendidos y los pies fuera del suelo.
Step:3 Activa los músculos de la espalda y sube llevando el pecho hacia la barra con los codos cerrados.
Step:4 Sube hasta que la barbilla pase la barra.
Step:5 Haz una pausa arriba y baja lentamente hasta estirar los brazos por completo.
Step:6 Repite el movimiento durante el número de repeticiones deseado.";biceps, forearms
znLogoF;barbell pullover to press;Pullover con barra a press;lats;back;barbell;https://static.exercisedb.dev/media/znLogoF.gif;Step:1 Lie flat on a bench with your head at one end and your feet on the ground. | Step:2 Hold the barbell with a pronated grip (palms facing away from you) and extend your arms straight above your chest. | Step:3 Keeping your arms straight, lower the barbell behind your head in an arc-like motion until you feel a stretch in your lats. | Step:4 Pause for a moment, then reverse the motion and press the barbell back to the starting position above your chest. | Step:5 Repeat for the desired number of repetitions.;"Step:1 Túmbate en un banco plano con la cabeza al borde y los pies apoyados.
Step:2 Sujeta la barra con agarre prono y extiende los brazos sobre tu pecho.
Step:3 Manteniendo los brazos casi rectos, baja la barra por detrás de la cabeza hasta sentir el estiramiento.
Step:4 Haz una pausa y regresa la barra sobre tu pecho invirtiendo el arco.
Step:5 Desde ahí, realiza un press de banca corto o rítmico antes de la siguiente repetición de pullover.
Step:6 Repite la secuencia durante el número de repeticiones deseado.";triceps, chest, shoulders
OQ1otBN;cable cross-over lateral pulldown;Jalón lateral cruzado en poleas;lats;back;cable;https://static.exercisedb.dev/media/OQ1otBN.gif;Step:1 Attach a cable handle to each side of a cable machine at shoulder height. | Step:2 Stand in the middle of the machine with your feet shoulder-width apart. | Step:3 Grasp the handles with an overhand grip and step back to create tension in the cables. | Step:4 Lean forward slightly from the hips, keeping your back straight and your chest up. | Step:5 Pull the handles down and across your body, squeezing your shoulder blades together. | Step:6 Pause for a moment at the bottom of the movement, then slowly return to the starting position. | Step:7 Repeat for the desired number of repetitions.;"Step:1 Conecta un agarre a cada lado de la máquina a la altura de los hombros.
Step:2 Ponte de pie en medio de la máquina con los pies a la anchura de los hombros.
Step:3 Sujeta los agarres de forma cruzada (mano derecha polea izquierda y viceversa) y da un paso atrás.
Step:4 Inclina el torso un poco adelante desde la cadera con el pecho erguido.
Step:5 Tira de los agarres hacia abajo y hacia afuera cruzando tus brazos frente al cuerpo, apretando las escápulas.
Step:6 Haz una pausa abajo y regresa lentamente a la posición inicial.
Step:7 Repite el movimiento durante el número de repeticiones deseado.";biceps, rhomboids, rear deltoids
k6tUeqS;band underhand pulldown;Jalón con banda elástica (agarre supino);lats;back;band;https://static.exercisedb.dev/media/k6tUeqS.gif;Step:1 Attach the band to a high anchor point, such as a pull-up bar or sturdy beam. | Step:2 Stand facing the anchor point with your feet shoulder-width apart. | Step:3 Grasp the band with an underhand grip, hands slightly wider than shoulder-width apart. | Step:4 Extend your arms fully overhead, keeping your elbows slightly bent. | Step:5 Engage your lats and pull the band down towards your chest, squeezing your shoulder blades together. | Step:6 Pause for a moment at the bottom of the movement, then slowly release the tension and return to the starting position. | Step:7 Repeat for the desired number of repetitions.;"Step:1 Fija la banda a un punto de anclaje alto (barra de dominadas o viga).
Step:2 Ponte de frente al anclaje con los pies a la anchura de los hombros.
Step:3 Sujeta la banda con un agarre supino (palmas hacia arriba), con manos algo más que el ancho de hombros.
Step:4 Extiende los brazos totalmente sobre la cabeza con codos casi rectos.
Step:5 Activa los dorsales y tira de la banda hacia tu pecho, juntando las escápulas.
Step:6 Haz una pausa abajo y libera la tensión lentamente hasta el inicio.
Step:7 Repite el movimiento durante el número de repeticiones deseado.";biceps, forearms
4IKbhHV;alternate lateral pulldown;Jalón lateral alterno en polea;lats;back;cable;https://static.exercisedb.dev/media/4IKbhHV.gif;Step:1 Sit on the cable machine with your back straight and feet flat on the ground. | Step:2 Grasp the handles with an overhand grip, slightly wider than shoulder-width apart. | Step:3 Lean back slightly and pull the handles towards your chest, squeezing your shoulder blades together. | Step:4 Pause for a moment at the peak of the movement, then slowly release the handles back to the starting position. | Step:5 Repeat for the desired number of repetitions.;"Step:1 Siéntate en la máquina de poleas con la espalda recta y los pies firmes.
Step:2 Sujeta los agarres con un agarre prono, un poco más abierto que tus hombros.
Step:3 Inclina el torso ligeramente atrás y tira de una mano hacia tu pecho apretando la escápula.
Step:4 Haz una pausa arriba y regresa lentamente mientras inicias el tirón con la otra mano.
Step:5 Alterna brazos rítmicamente durante el número de repeticiones deseado.";biceps, rhomboids
c3Pfhti;roller side lat stretch;Estiramiento lateral con rodillo (Foam Roller);lats;back;roller;https://static.exercisedb.dev/media/c3Pfhti.gif;Step:1 Stand with your feet shoulder-width apart and hold the roller with both hands in front of your body. | Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight. | Step:3 Extend your arms forward and roll the roller down towards your feet, feeling a stretch in your lats. | Step:4 Hold the stretch for a few seconds, then slowly roll the roller back up to the starting position. | Step:5 Repeat for the desired number of repetitions.;"Step:1 Ponte de pie con los pies a la anchura de los hombros y sujeta el rodillo con ambas manos frente a ti.
Step:2 Flexiona ligeramente las rodillas e inclina el torso adelante desde la cadera con la espalda recta.
Step:3 Extiende los brazos al frente y desliza o rueda el rodillo hacia tus pies (o sobre una mesa), sintiendo el estiramiento en los dorsales.
Step:4 Mantén la tensión unos segundos y regresa lentamente el rodillo al inicio.
Step:5 Repite el proceso para liberar la tensión de la espalda.";shoulders, triceps
ZH68exZ;band fixed back underhand pulldown;Jalón con banda elástica y agarre supino (espalda fija);lats;back;band;https://static.exercisedb.dev/media/ZH68exZ.gif;Step:1 Attach the band to a sturdy anchor point above your head. | Step:2 Stand facing the anchor point with your feet shoulder-width apart. | Step:3 Grasp the band with an underhand grip, hands slightly wider than shoulder-width apart. | Step:4 Step back to create tension in the band, keeping your arms fully extended. | Step:5 Engage your core and squeeze your shoulder blades together. | Step:6 Pull the band down towards your chest, leading with your elbows. | Step:7 Pause for a moment at the bottom of the movement, feeling the contraction in your lats. | Step:8 Slowly release the tension in the band and return to the starting position. | Step:9 Repeat for the desired number of repetitions.;"Step:1 Fija la banda a un punto de anclaje resistente sobre tu cabeza.
Step:2 Ponte de frente al anclaje con los pies a la anchura de los hombros.
Step:3 Sujeta la banda con un agarre supino y las manos un poco más abiertas que los hombros.
Step:4 Da un paso atrás para tensar la banda con los brazos totalmente estirados.
Step:5 Activa el core y junta las escápulas.
Step:6 Tira de la banda hacia tu pecho guiando el movimiento con los codos.
Step:7 Haz una pausa abajo sintiendo la contracción dorsal.
Step:8 Regresa lentamente a la posición inicial.
Step:9 Repite el movimiento durante el número de repeticiones deseado.";biceps, rhomboids, rear deltoids
LEprlgG;cable lat pulldown full range of motion;Jalón al pecho en polea (Rango completo);lats;back;cable;https://static.exercisedb.dev/media/LEprlgG.gif;Step:1 Sit on the lat pulldown machine with your knees positioned under the pads. | Step:2 Grasp the cable bar with an overhand grip, slightly wider than shoulder-width apart. | Step:3 Lean back slightly and keep your chest up, maintaining a slight arch in your lower back. | Step:4 Pull the bar down towards your upper chest, squeezing your shoulder blades together. | Step:5 Pause for a moment at the bottom of the movement, then slowly release the bar back to the starting position. | Step:6 Repeat for the desired number of repetitions.;"Step:1 Siéntate en la máquina de jalones con las rodillas bloqueadas bajo las almohadillas.
Step:2 Sujeta la barra con un agarre prono, algo más abierto que tus hombros.
Step:3 Inclina el torso un poco atrás y saca pecho, manteniendo un ligero arco lumbar.
Step:4 Tira de la barra hacia la parte superior del pecho realizando el rango completo de movimiento y apretando las escápulas.
Step:5 Haz una pausa abajo y libera la barra lentamente hasta el estiramiento total de los brazos.
Step:6 Repite el movimiento durante el número de repeticiones deseado.";biceps, rhomboids, rear deltoids
HMzLjXx;weighted pull-up;Dominadas con lastre;lats;back;weighted;https://static.exercisedb.dev/media/HMzLjXx.gif;Step:1 Grab the pull-up bar with an overhand grip, slightly wider than shoulder-width apart. | Step:2 Hang from the bar with your arms fully extended and your body straight. | Step:3 Engage your back muscles and pull your body up towards the bar, keeping your elbows close to your body. | Step:4 Continue pulling until your chin is above the bar. | Step:5 Pause for a moment at the top, then slowly lower your body back down to the starting position. | Step:6 Repeat for the desired number of repetitions.;"Step:1 Sujeta la barra de dominadas con un agarre prono un poco más ancho que tus hombros.
Step:2 Cuélgate con los brazos totalmente extendidos, el core activado y el lastre bien asegurado.
Step:3 Activa los músculos de la espalda y sube llevando el pecho hacia la barra, manteniendo los codos pegados.
Step:4 Sube hasta que la barbilla supere el nivel de la barra.
Step:5 Haz una pausa arriba y baja lentamente hasta la posición inicial de colgado.
Step:6 Repite el movimiento durante el número de repeticiones deseado.";biceps, forearms
CmEr4pM;cable wide grip rear pulldown behind neck;Jalón tras nuca con agarre ancho en polea;lats;back;cable;https://static.exercisedb.dev/media/CmEr4pM.gif;Step:1 Adjust the cable machine so that the pulldown bar is at a height above your head. | Step:2 Sit down on the seat and grab the pulldown bar with a wide overhand grip. | Step:3 Keep your back straight and your chest up as you lean back slightly. | Step:4 Pull the bar down towards your upper chest, squeezing your shoulder blades together. | Step:5 Pause for a moment at the bottom of the movement, then slowly release the bar back up to the starting position. | Step:6 Repeat for the desired number of repetitions.;"Step:1 Ajusta la polea alta y siéntate en el banco con las rodillas bloqueadas.
Step:2 Sujeta la barra con un agarre prono muy ancho.
Step:3 Mantén la espalda recta y el pecho erguido inclinándote mínimamente adelante.
Step:4 Tira de la barra hacia la parte superior de tu espalda (tras nuca), apretando las escápulas.
Step:5 Haz una pausa abajo y regresa lentamente a la posición inicial.
Step:6 Repite el movimiento durante el número de repeticiones deseado.";biceps, rhomboids, rear deltoids
ZgwWBoC;cable thibaudeau kayak row;Remo Kayak en polea (Thibaudeau Kayak Row);lats;back;cable;https://static.exercisedb.dev/media/ZgwWBoC.gif;Step:1 Attach a cable handle to a low pulley and sit facing the machine with your feet flat on the floor. | Step:2 Grasp the handle with your right hand and extend your arm fully, keeping a slight bend in your elbow. | Step:3 Lean forward from your hips, keeping your back straight and your abs engaged. | Step:4 Pull the handle towards your torso by retracting your shoulder blade and bending your elbow, keeping your arm close to your body. | Step:5 Squeeze your back muscles at the top of the movement, then slowly return to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch sides and perform with your left arm.;"Step:1 Conecta un agarre a la polea baja y siéntate frente a la máquina con los pies apoyados.
Step:2 Sujeta el agarre con la mano derecha y estira el brazo manteniendo una mínima flexión en el codo.
Step:3 Inclina el torso adelante desde la cadera con el abdomen activado.
Step:4 Tira del agarre hacia tu cadera realizando un movimiento circular (como remando en un kayak) retrayendo la escápula.
Step:5 Aprieta la espalda arriba y regresa lentamente a la posición de inicio.
Step:6 Repite las veces necesarias y cambia al brazo izquierdo.";biceps, rhomboids, rear deltoids
rTbyBYV;exercise ball lying side lat stretch;Estiramiento de dorsales lateral sobre fitball;lats;back;stability ball;https://static.exercisedb.dev/media/rTbyBYV.gif;Step:1 Lie on your side with your legs extended and your head supported by the stability ball. | Step:2 Place your top arm on the ball for stability. | Step:3 Reach your top arm overhead and allow your torso to rotate slightly. | Step:4 Feel the stretch in your lat muscles on the side of your body. | Step:5 Hold the stretch for 20-30 seconds, then switch sides and repeat.;"Step:1 Túmbate de lado con las piernas estiradas y apoya la cabeza sobre el fitball.
Step:2 Coloca el brazo de arriba sobre la pelota para ganar estabilidad.
Step:3 Lleva el brazo superior por encima de la cabeza permitiendo una ligera rotación del torso.
Step:4 Siente el estiramiento profundo en los dorsales del costado de tu cuerpo.
Step:5 Mantén la posición entre 20 y 30 segundos, cambia de lado y repite.";shoulders, triceps
4c9BhzB;cable lateral pulldown with v-bar;Jalón lateral en polea con barra en V;lats;back;cable;https://static.exercisedb.dev/media/4c9BhzB.gif;Step:1 Sit down on the cable pulldown machine and grab the v-bar attachment with an overhand grip. | Step:2 Adjust the knee pad so that your thighs are secured under it. | Step:3 Keep your back straight and lean back slightly. | Step:4 Pull the v-bar down towards your upper chest while keeping your elbows close to your body. | Step:5 Squeeze your back muscles at the bottom of the movement. | Step:6 Slowly return the v-bar to the starting position and repeat for the desired number of repetitions.;"Step:1 Siéntate en la máquina de jalones y sujeta el accesorio en V con un agarre prono (neutro).
Step:2 Ajusta la rodillera para que tus muslos queden bien asegurados.
Step:3 Mantén la espalda recta e inclina el torso ligeramente hacia atrás.
Step:4 Tira de la barra en V hacia la parte superior del pecho con los codos pegados al cuerpo.
Step:5 Aprieta los músculos de la espalda en el punto bajo.
Step:6 Regresa lentamente a la posición inicial y repite el proceso.";biceps, forearms
eYnzaCm;cable bar lateral pulldown;Jalón lateral con barra recta en polea;lats;back;cable;https://static.exercisedb.dev/media/eYnzaCm.gif;Step:1 Adjust the cable pulley to a high position and attach a straight bar. | Step:2 Sit facing the cable machine with your feet flat on the ground and your knees slightly bent. | Step:3 Grasp the bar with an overhand grip, slightly wider than shoulder-width apart. | Step:4 Lean back slightly and keep your chest up, maintaining a slight arch in your lower back. | Step:5 Pull the bar down towards your chest, leading with your elbows and squeezing your shoulder blades together. | Step:6 Pause for a moment at the bottom of the movement, then slowly return the bar to the starting position. | Step:7 Repeat for the desired number of repetitions.;"Step:1 Ajusta la polea alta y conecta una barra recta.
Step:2 Siéntate frente a la máquina con los pies apoyados y rodillas bloqueadas.
Step:3 Sujeta la barra con agarre prono un poco más abierto que tus hombros.
Step:4 Inclina el torso un poco atrás y mantén el pecho erguido con una ligera curva lumbar.
Step:5 Tira de la barra hacia tu pecho guiando con los codos y juntando las escápulas.
Step:6 Haz una pausa abajo y regresa lentamente a la posición inicial.
Step:7 Repite el movimiento durante el número de repeticiones deseado.";biceps, rhomboids, rear deltoids
Hj4FOCd;barbell decline wide-grip pullover;Pullover declinado con barra y agarre ancho;lats;back;barbell;https://static.exercisedb.dev/media/Hj4FOCd.gif;Step:1 Lie on a decline bench with your head lower than your hips and your feet secured. | Step:2 Hold a barbell with a wide grip and extend your arms straight above your chest. | Step:3 Lower the barbell behind your head in a controlled manner, keeping your arms straight. | Step:4 Pause for a moment, then raise the barbell back to the starting position. | Step:5 Repeat for the desired number of repetitions.;"Step:1 Túmbate en un banco declinado con la cabeza más baja que la cadera y pies asegurados.
Step:2 Sujeta la barra con un agarre ancho y extiende los brazos rectos sobre el pecho.
Step:3 Baja la barra por detrás de la cabeza en un arco controlado, manteniendo los brazos estirados.
Step:4 Haz una pausa abajo sintiendo el estiramiento y eleva la barra de nuevo al inicio.
Step:5 Repite el movimiento durante el número de repeticiones deseado.";triceps, chest
0V2YQjW;pull up (neutral grip);Dominadas con agarre neutro;lats;back;body weight;https://static.exercisedb.dev/media/0V2YQjW.gif;Step:1 Hang from a pull-up bar with a neutral grip (palms facing each other) and your arms fully extended. | Step:2 Engage your core and squeeze your shoulder blades together. | Step:3 Pull your body up towards the bar by bending your elbows and driving your elbows down towards your hips. | Step:4 Continue pulling until your chin is above the bar. | Step:5 Pause for a moment at the top, then slowly lower your body back down to the starting position with control. | Step:6 Repeat for the desired number of repetitions.;"Step:1 Cuélgate de la barra con un agarre neutro (palmas enfrentadas) y los brazos totalmente extendidos.
Step:2 Activa el core y junta las escápulas.
Step:3 Tira de tu cuerpo hacia la barra flexionando los codos y llevándolos hacia tu cadera.
Step:4 Sube hasta que la barbilla pase el nivel de tus manos.
Step:5 Haz una pausa arriba y baja lentamente hasta la posición inicial con control.
Step:6 Repite el movimiento durante el número de repeticiones deseado.";biceps, forearms
pmnrOp0;band kneeling one arm pulldown;Jalón a una mano arrodillado con banda elástica;lats;back;band;https://static.exercisedb.dev/media/pmnrOp0.gif;Step:1 Attach the band to a sturdy anchor point above your head. | Step:2 Kneel down and hold the band with one hand, palm facing down. | Step:3 Extend your arm fully overhead, keeping your elbow slightly bent. | Step:4 Engage your lat muscles and pull the band down towards your side, bringing your elbow towards your ribcage. | Step:5 Pause for a moment at the bottom, then slowly release the tension and return to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch sides.;"Step:1 Fija la banda a un punto de anclaje alto sobre tu cabeza.
Step:2 Arrodíllate y sujeta la banda con una mano, palma hacia abajo.
Step:3 Extiende el brazo totalmente arriba con el codo casi recto.
Step:4 Activa los dorsales y tira de la banda hacia tu costado, llevando el codo hacia las costillas.
Step:5 Haz una pausa abajo y libera la tensión lentamente hasta el inicio.
Step:6 Repite las veces necesarias y cambia de brazo.";biceps, rhomboids
fXfqg1E;weighted one hand pull up;Dominada a una mano con lastre;lats;back;weighted;https://static.exercisedb.dev/media/fXfqg1E.gif;Step:1 Grab the pull-up bar with an overhand grip, slightly wider than shoulder-width apart. | Step:2 Hang from the bar with your arm fully extended and your body straight. | Step:3 Engage your core and pull your body up towards the bar by bending your elbow and squeezing your back muscles. | Step:4 Continue pulling until your chin is above the bar. | Step:5 Lower your body back down to the starting position with control. | Step:6 Repeat for the desired number of repetitions.;"Step:1 Sujeta la barra de dominadas con un agarre prono un poco más ancho que tus hombros.
Step:2 Cuélgate con un solo brazo extendido (puedes usar el otro como apoyo mínimo en la muñeca) y el lastre asegurado.
Step:3 Activa el core y tira de tu cuerpo hacia arriba flexionando el codo y apretando la espalda.
Step:4 Sube hasta que la barbilla pase el nivel de la barra.
Step:5 Baja con control absoluto a la posición inicial de colgado.
Step:6 Repite el movimiento durante el número de repeticiones deseado.";biceps, forearms
MaMuGH6;lever assisted chin-up;Dominadas asistidas en máquina de palanca;lats;back;leverage machine;https://static.exercisedb.dev/media/MaMuGH6.gif;Step:1 Adjust the leverage machine to your desired resistance level. | Step:2 Stand on the foot platform and grip the handles with an overhand grip, slightly wider than shoulder-width apart. | Step:3 Hang with your arms fully extended, keeping your body straight. | Step:4 Engage your back muscles and pull your body up towards the handles, leading with your chest. | Step:5 Continue pulling until your chin is above the handles. | Step:6 Pause for a moment at the top, then slowly lower your body back down to the starting position. | Step:7 Repeat for the desired number of repetitions.;"Step:1 Ajusta el nivel de resistencia o asistencia en la máquina de palanca.
Step:2 Ponte de pie en la plataforma y sujeta las manijas con un agarre prono un poco más abierto que tus hombros.
Step:3 Cuélgate con los brazos totalmente estirados y el cuerpo recto.
Step:4 Activa la espalda y eleva tu cuerpo hacia las manijas, liderando con el pecho.
Step:5 Sube hasta que la barbilla supere el nivel de los agarres.
Step:6 Haz una pausa arriba y baja lentamente a la posición inicial.
Step:7 Repite el movimiento durante el número de repeticiones deseado.";biceps, forearms
YAk5dIw;reverse grip pull-up;Dominadas con agarre supino (inverso);lats;back;body weight;https://static.exercisedb.dev/media/YAk5dIw.gif;Step:1 Grab the pull-up bar with an underhand grip, hands shoulder-width apart. | Step:2 Hang from the bar with your arms fully extended and your body straight. | Step:3 Engage your back muscles and pull your body up towards the bar, leading with your chest. | Step:4 Continue pulling until your chin is above the bar. | Step:5 Pause for a moment at the top, then slowly lower your body back down to the starting position. | Step:6 Repeat for the desired number of repetitions.;"Step:1 Sujeta la barra de dominadas con un agarre supino (palmas hacia ti) a la anchura de los hombros.
Step:2 Cuélgate con los brazos totalmente extendidos y el cuerpo alineado.
Step:3 Activa los músculos de la espalda y sube llevando el pecho hacia la barra.
Step:4 Sube hasta que la barbilla pase el nivel de la barra.
Step:5 Haz una pausa arriba y baja lentamente hasta la posición inicial de estiramiento.
Step:6 Repite el movimiento durante el número de repeticiones deseado.";biceps, forearms
PskORrA;cable pushdown (straight arm) v. 2;Pushdown con brazos rectos en polea v.2;lats;back;cable;https://static.exercisedb.dev/media/PskORrA.gif;Step:1 Attach a straight bar to a high pulley cable machine. | Step:2 Stand facing the machine with your feet shoulder-width apart and a slight bend in your knees. | Step:3 Grasp the bar with an overhand grip, keeping your arms straight and your palms facing down. | Step:4 Engage your core and keep your back straight as you exhale and push the bar down towards your thighs. | Step:5 Pause for a moment at the bottom, then slowly return the bar to the starting position while inhaling. | Step:6 Repeat for the desired number of repetitions.;"Step:1 Conecta una barra recta a la polea alta de la máquina.
Step:2 Ponte frente a la máquina con los pies a la anchura de los hombros y rodillas algo flexionadas.
Step:3 Sujeta la barra con agarre prono, manteniendo los brazos rectos y palmas hacia abajo.
Step:4 Activa el core y mantén la espalda recta mientras empujas la barra hacia tus muslos exhalando.
Step:5 Haz una pausa abajo apretando la espalda y regresa lentamente arriba inhalando.
Step:6 Repite el movimiento durante el número de repeticiones deseado.";triceps, shoulders
vrhHa6D;assisted parallel close grip pull-up;Dominadas paralelas asistidas con agarre cerrado;lats;back;leverage machine;https://static.exercisedb.dev/media/vrhHa6D.gif;Step:1 Adjust the machine to your desired weight and height. | Step:2 Place your hands on the parallel bars with a close grip, palms facing each other. | Step:3 Hang from the bars with your arms fully extended and your feet off the ground. | Step:4 Engage your back muscles and pull your body up towards the bars, keeping your elbows close to your body. | Step:5 Continue pulling until your chin is above the bars. | Step:6 Pause for a moment at the top, then slowly lower your body back down to the starting position. | Step:7 Repeat for the desired number of repetitions.;"Step:1 Ajusta la carga de asistencia de la máquina según tu nivel.
Step:2 Coloca las manos en las barras paralelas con un agarre estrecho y palmas enfrentadas (neutro).
Step:3 Cuélgate de las barras con los brazos totalmente extendidos y el core activado.
Step:4 Activa los músculos de la espalda y eleva tu cuerpo, manteniendo los codos cerca del tronco.
Step:5 Continúa el tirón hasta que la barbilla supere el nivel de los agarres.
Step:6 Haz una pausa arriba y baja lentamente a la posición inicial.
Step:7 Repite el movimiento durante el número de repeticiones deseado.";biceps, forearms
DT14T9T;cable straight arm pulldown (with rope);Jalón con brazos rectos en polea (con cuerda);lats;back;cable;https://static.exercisedb.dev/media/DT14T9T.gif;Step:1 Attach a rope to the cable machine at the highest setting. | Step:2 Stand facing the machine with your feet shoulder-width apart. | Step:3 Grasp the rope with both hands, palms facing down. | Step:4 Extend your arms fully in front of you, keeping your elbows slightly bent. | Step:5 Engage your lats and slowly pull the rope down towards your thighs, keeping your arms straight. | Step:6 Pause for a moment at the bottom, then slowly release the tension and return to the starting position. | Step:7 Repeat for the desired number of repetitions.;"Step:1 Conecta una cuerda a la polea alta de la máquina.
Step:2 Ponte de pie frente a la máquina con los pies a la anchura de los hombros.
Step:3 Sujeta los extremos de la cuerda con ambas manos y palmas hacia abajo.
Step:4 Extiende los brazos frente a ti con una mínima flexión en los codos.
Step:5 Activa los dorsales y tira de la cuerda hacia tus muslos manteniendo los brazos rectos.
Step:6 Haz una pausa abajo apretando la espalda y regresa lentamente a la posición inicial.
Step:7 Repite el movimiento durante el número de repeticiones deseado.";biceps, forearms
chfnQnM;back pec stretch;Estiramiento de pectorales y espalda alta;lats;back;body weight;https://static.exercisedb.dev/media/chfnQnM.gif;Step:1 Stand tall with your feet shoulder-width apart. | Step:2 Extend your arms straight out in front of you, parallel to the ground. | Step:3 Cross your arms in front of your body, with your right arm over your left arm. | Step:4 Interlock your fingers and rotate your palms away from your body. | Step:5 Slowly raise your arms up and away from your body, feeling a stretch in your back and chest. | Step:6 Hold the stretch for 15-30 seconds, then release. | Step:7 Repeat on the opposite side.;"Step:1 Ponte de pie con los pies a la anchura de los hombros.
Step:2 Extiende los brazos totalmente hacia adelante, paralelos al suelo.
Step:3 Cruza los brazos frente a tu cuerpo, situando el derecho sobre el izquierdo.
Step:4 Entrelaza los dedos y gira las palmas hacia afuera de tu cuerpo.
Step:5 Eleva lentamente los brazos alejándolos de ti para sentir el estiramiento en la espalda y el pecho.
Step:6 Mantén la posición entre 15 y 30 segundos.
Step:7 Repite invirtiendo la posición de los brazos.";shoulders, chest
CbFSYC1;rear pull-up;Dominada tras nuca;lats;back;body weight;https://static.exercisedb.dev/media/CbFSYC1.gif;Step:1 Grab the pull-up bar with an overhand grip, slightly wider than shoulder-width apart. | Step:2 Hang from the bar with your arms fully extended and your body straight. | Step:3 Engage your back muscles and pull your body up towards the bar, keeping your elbows close to your body. | Step:4 Continue pulling until your chin is above the bar. | Step:5 Pause for a moment at the top, then slowly lower your body back down to the starting position. | Step:6 Repeat for the desired number of repetitions.;"Step:1 Sujeta la barra de dominadas con un agarre prono un poco más ancho que tus hombros.
Step:2 Cuélgate con los brazos totalmente extendidos y el cuerpo recto.
Step:3 Activa los músculos de la espalda y sube llevando la barra hacia la base del cuello (tras nuca).
Step:4 Sube hasta que la barra esté al nivel de tus orejas.
Step:5 Haz una pausa arriba y baja lentamente a la posición inicial.
Step:6 Repite el movimiento durante el número de repeticiones deseado.";biceps, forearms
tTuZSDT;lever one arm lateral wide pulldown;Jalón lateral a una mano en máquina (agarre ancho);lats;back;leverage machine;https://static.exercisedb.dev/media/tTuZSDT.gif;Step:1 Adjust the seat height and position yourself on the machine with your chest against the pad and your feet flat on the floor. | Step:2 Grasp the handle with an overhand grip and fully extend your arm, keeping a slight bend in your elbow. | Step:3 Pull the handle down and across your body towards your opposite hip, squeezing your lat muscle at the bottom of the movement. | Step:4 Slowly return the handle to the starting position, fully extending your arm. | Step:5 Repeat for the desired number of repetitions, then switch sides.;"Step:1 Ajusta la altura del asiento y apoya el pecho contra la almohadilla protectora.
Step:2 Sujeta la manija con un agarre prono y extiende el brazo totalmente con una mínima flexión de codo.
Step:3 Tira de la manija hacia abajo y a través de tu cuerpo hacia la cadera opuesta, apretando el dorsal abajo.
Step:4 Regresa lentamente a la posición inicial estirando el brazo por completo.
Step:5 Repite las veces necesarias y cambia de lado.";biceps, rhomboids, rear deltoids
